CASENEW,PWT14,SEX,AGEEULR,MARSTA3R,HIQUL15D,ETHUK7R,ILODEFR,STAT3R,FTPTWK,TOTHRS,NSECMJ3R,GOVTOF2,PWT14R
6638,379,1,11,3,3,1,3,1,2,-9,3,11,0.551553518154697
6639,825,2,1,1,3,1,1,1,2,8,4,1,1.20061122025759
6639,579,1,8,2,6,1,3,-9,-9,-9,4,11,0.842610783671687
6640,618,2,6,1,3,1,3,-9,-9,-9,4,2,0.899366950447501
6644,594,1,11,2,2,1,3,1,1,-9,3,10,0.864440078585462
6644,521,1,11,2,5,1,3,-9,-9,-9,4,7,0.75820417667176
6646,724,2,1,1,5,1,3,-9,-9,-9,4,9,1.05362730117151
6646,778,2,4,3,1,1,1,1,1,0,2,6,1.13221276286109
6646,444,1,7,2,3,1,1,1,1,38,1,13,0.646147129447719
6649,716,2,9,2,2,1,3,1,2,-9,1,7,1.04198501055083
6649,564,1,8,2,2,1,1,2,1,0,2,1,0.820781488757913
6650,715,2,1,1,6,1,2,-9,-9,-9,4,5,1.04052972422324
6650,473,2,11,2,4,1,2,-9,-9,-9,4,11,0.688350432947683
6653,2713,2,12,2,-9,1,3,-9,-9,-9,4,7,3.94819180673798
6656,545,1,7,2,4,1,1,1,1,40,1,9,0.793131048533799
6656,671,1,4,1,3,1,1,2,1,55,2,10,0.976497125809503
6658,541,1,4,2,4,1,1,1,1,42,1,6,0.787309903223459
6660,593,2,9,2,6,1,3,1,2,-9,3,11,0.862984792257877
6661,517,2,8,3,1,1,1,1,1,0,2,4,0.75238303136142
6665,671,1,9,2,2,1,3,1,1,-9,1,7,0.976497125809503
6668,610,2,4,2,1,1,1,1,2,0,1,6,0.887724659826821
6668,485,2,10,3,6,1,3,1,1,-9,3,13,0.705813868878702
6669,369,1,12,2,-9,1,3,1,1,-9,3,4,0.537000654878847
6671,587,2,7,2,3,1,2,1,2,-9,3,2,0.854253074292367
6672,856,2,1,1,4,1,2,1,1,-9,3,12,1.24572509641272
6673,607,1,9,2,4,1,1,1,1,24,2,10,0.883358800844066
6674,2947,1,12,1,-9,1,3,-9,-9,-9,4,2,4.28872880739285
6675,602,1,9,2,3,1,1,1,1,38,3,2,0.876082369206141
6676,521,1,11,3,6,1,1,2,1,50,2,8,0.75820417667176
6676,887,2,2,1,3,1,3,-9,-9,-9,4,5,1.29083897256785
6676,527,2,6,1,6,1,1,1,1,39,3,13,0.76693589463727
6678,585,2,3,1,1,1,1,1,1,37,2,2,0.851342501637197
6681,445,2,12,3,-9,1,3,1,2,-9,3,5,0.647602415775304
6681,596,2,6,1,6,1,1,1,2,8,3,4,0.867350651240632
6684,785,1,3,1,3,1,1,1,1,45,3,9,1.14239976715419
6684,871,1,2,1,3,6,3,-9,-9,-9,4,8,1.26755439132649
6684,607,2,6,1,3,1,1,1,1,44,1,10,0.883358800844066
6684,466,1,8,2,5,1,1,2,1,52,1,5,0.678163428654588
6686,613,2,7,2,1,1,1,2,2,7,2,9,0.892090518809576
6686,774,2,5,1,1,1,1,1,1,0,1,5,1.12639161755075
6686,513,2,12,2,-9,1,3,-9,-9,-9,4,2,0.746561886051081
6687,629,1,1,1,4,1,2,-9,-9,-9,4,7,0.915375100050935
6688,696,2,6,2,1,4,1,1,2,22,1,6,1.01287928399913
6689,793,1,10,1,1,1,3,1,2,-9,3,10,1.15404205777487
6691,636,2,12,2,-9,1,3,-9,-9,-9,4,5,0.92556210434403
6694,477,1,9,2,6,1,3,-9,-9,-9,4,1,0.694171578258022
6695,542,1,6,2,5,1,1,1,2,16,3,9,0.788765189551044
6696,683,1,2,1,3,1,1,1,1,0,4,11,0.993960561740522
6697,429,1,12,2,-9,1,3,-9,-9,-9,4,11,0.624317834533945
6699,882,1,4,1,3,1,1,2,1,-8,2,6,1.28356254092993
6699,764,1,5,1,3,1,1,1,1,40,1,6,1.1118387542749
6699,457,2,11,3,6,1,3,-9,-9,-9,4,1,0.665065851706323
6704,575,2,9,2,1,5,3,1,1,-9,2,4,0.836789638361348
6707,668,1,9,2,6,1,1,1,1,40,3,7,0.972131266826748
6707,543,2,8,2,3,1,1,2,1,60,1,11,0.790220475878629
6712,614,2,4,2,1,1,1,1,1,0,1,10,0.893545805137161
6715,571,2,5,2,3,1,1,1,1,7,1,5,0.830968493051008
6717,676,1,5,1,2,1,1,2,1,55,2,8,0.983773557447428
6717,536,2,8,2,2,1,3,-9,-9,-9,4,9,0.780033471585534
6717,546,1,11,3,1,1,3,1,1,-9,1,6,0.794586334861384
6717,449,2,11,2,6,1,3,1,2,-9,3,12,0.653423561085644
6719,504,2,4,2,5,7,1,1,2,0,3,10,0.733464309102816
6719,745,2,7,2,3,1,1,1,2,22,1,6,1.08418831405079
6721,559,2,8,1,1,1,1,1,2,20,2,8,0.813505057119988
6723,785,1,11,3,3,1,1,2,2,0,1,10,1.14239976715419
6723,657,1,8,2,1,1,1,2,1,30,2,4,0.956123117223314
6724,395,2,11,2,6,1,3,-9,-9,-9,4,12,0.574838099396056
6724,496,1,9,2,5,1,2,-9,-9,-9,4,12,0.721822018482136
6725,757,2,4,2,2,6,3,-9,-9,-9,4,6,1.10165174998181
6726,751,2,8,2,5,1,3,-9,-9,-9,4,8,1.0929200320163
6726,685,1,9,2,6,1,3,2,1,-9,2,2,0.996871134395692
6727,669,1,9,2,2,1,1,1,2,20,3,6,0.973586553154333
6728,595,2,1,1,2,1,2,1,1,-9,3,5,0.865895364913047
6728,566,1,10,1,6,1,3,-9,-9,-9,4,6,0.823692061413083
6730,737,1,6,1,6,1,3,-9,-9,-9,4,5,1.07254602343011
6732,583,2,8,2,1,1,1,1,2,20,2,5,0.848431928982027
6733,1050,1,4,1,5,1,1,1,1,33,3,8,1.5280506439642
6733,674,1,5,2,3,1,1,1,1,51,1,9,0.980862984792258
6733,549,2,5,2,3,1,1,1,2,20,3,5,0.798952193844139
6734,850,1,5,1,1,1,1,1,1,38,2,12,1.23699337844721
6735,673,1,9,3,3,1,1,1,1,40,1,9,0.979407698464673
6736,597,2,4,1,1,1,1,2,2,20,2,8,0.868805937568217
6736,647,2,8,1,4,1,1,1,2,18,1,5,0.941570253947464
6737,645,2,1,1,3,1,1,1,2,10,4,12,0.938659681292294
6742,3746,1,12,2,-9,1,3,-9,-9,-9,4,6,5.45150258313323
6742,580,1,11,3,6,1,3,-9,-9,-9,4,2,0.844066069999272
6743,906,2,3,2,1,1,1,1,2,17,2,11,1.31848941279197
6746,762,1,3,2,1,3,1,1,1,40,1,5,1.10892818161973
6746,515,1,11,2,4,1,1,1,1,0,1,5,0.74947245870625
6746,754,2,1,1,3,1,1,1,1,42,3,4,1.09728589099905
6747,644,1,12,2,-9,1,3,-9,-9,-9,4,8,0.937204394964709
6749,606,2,9,2,6,1,3,-9,-9,-9,4,7,0.881903514516481
6753,610,2,11,2,1,1,3,1,1,-9,1,11,0.887724659826821
6757,605,2,9,2,3,1,1,1,1,38,1,2,0.880448228188896
6759,845,1,6,3,1,1,1,1,1,55,1,10,1.22971694680928
6760,733,2,2,2,3,1,1,1,2,24,4,5,1.06672487811977
6760,646,2,6,2,3,1,1,1,1,32,1,2,0.940114967619879
6765,594,2,12,2,-9,1,3,-9,-9,-9,4,1,0.864440078585462
6766,582,2,6,2,1,1,2,2,2,-9,4,9,0.846976642654442
6768,620,1,7,2,3,1,1,1,1,40,3,7,0.902277523102671
6769,682,2,7,2,4,1,3,-9,-9,-9,4,6,0.992505275412938
6770,544,2,12,2,-9,3,3,-9,-9,-9,4,8,0.791675762206214
6770,1865,2,12,2,-9,1,3,-9,-9,-9,4,7,2.71410900094594
6771,592,2,10,2,4,1,1,1,2,24,3,5,0.861529505930292
6777,678,1,8,3,1,1,1,1,1,43,3,9,0.986684130102598
6778,449,2,11,3,3,1,1,1,2,12,3,12,0.653423561085644
6780,507,1,10,1,6,1,1,1,1,36,3,7,0.737830168085571
6781,687,1,7,2,6,1,1,1,1,37,3,6,0.999781707050862
6781,540,2,7,3,4,1,1,1,1,22,2,11,0.785854616895874
6782,584,2,5,2,1,1,3,1,1,-9,1,4,0.849887215309612
6783,659,1,10,1,1,3,1,1,1,0,1,9,0.959033689878484
6784,642,2,9,2,4,1,3,1,2,-9,3,5,0.934293822309539
6785,607,2,7,2,2,1,1,2,1,30,2,2,0.883358800844066
6788,765,2,4,2,1,1,1,1,2,23,1,12,1.11329404060249
6789,895,2,2,1,1,1,1,1,1,38,1,9,1.30248126318853
6789,2435,2,12,3,-9,1,3,-9,-9,-9,4,6,3.54362220766936
6789,430,1,12,2,-9,1,3,-9,-9,-9,4,4,0.625773120861529
6790,557,1,4,1,3,1,1,1,1,56,3,6,0.810594484464819
6792,1032,2,2,1,1,1,1,1,1,40,1,8,1.50185549006767
6792,665,2,3,1,1,1,1,1,1,36,1,10,0.967765407843993
6792,579,2,7,2,4,1,3,-9,-9,-9,4,7,0.842610783671687
6792,577,2,1,1,3,4,3,-9,-9,-9,4,12,0.839700211016517
6793,625,2,9,2,2,1,1,1,2,12,2,9,0.909553954740595
6793,599,1,7,3,4,1,1,2,1,54,2,4,0.871716510223386
6795,643,1,8,2,3,1,3,1,1,-9,2,2,0.935749108637124
6796,712,2,11,2,6,1,3,-9,-9,-9,4,9,1.03616386524049
6796,705,2,1,1,3,1,3,-9,-9,-9,4,9,1.02597686094739
6796,724,1,2,1,2,1,1,1,1,39,2,12,1.05362730117151
6796,689,1,11,3,6,1,3,-9,-9,-9,4,12,1.00269227970603
6796,615,1,8,2,1,1,1,1,1,60,1,12,0.895001091464746
6797,436,2,11,2,1,1,3,1,2,-9,1,12,0.634504838827039
6800,575,2,8,2,2,1,3,-9,-9,-9,4,11,0.836789638361348
6801,497,1,10,2,2,1,1,1,1,38,2,7,0.723277304809721
6803,660,1,8,2,1,1,1,2,1,30,2,7,0.960488976206069
6803,730,1,4,1,3,1,1,1,1,50,3,4,1.06235901913702
6805,649,1,4,1,1,1,1,1,1,45,1,1,0.944480826602634
6808,718,1,8,2,1,1,1,1,1,40,1,8,1.044895583206
6809,531,2,12,2,-9,1,3,-9,-9,-9,4,9,0.77275703994761
6810,0,1,12,2,-9,1,3,-9,-9,-9,4,10,0
6812,648,2,12,3,-9,1,3,-9,-9,-9,4,9,0.943025540275049
6813,2392,1,12,3,-9,1,3,-9,-9,-9,4,8,3.48104489558321
6814,672,1,6,2,1,1,1,1,1,54,1,10,0.977952412137088
6816,867,1,3,1,1,1,1,2,1,-8,2,7,1.26173324601615
6817,0,2,12,3,-9,1,3,-9,-9,-9,4,8,0
6817,508,2,8,2,4,1,1,1,1,40,3,4,0.739285454413156
6820,497,1,9,2,2,1,1,1,1,45,1,6,0.723277304809721
6821,743,2,1,1,4,1,3,1,2,-9,3,4,1.08127774139562
6825,699,1,12,2,-9,1,3,-9,-9,-9,4,12,1.01724514298188
6825,477,1,5,1,3,1,1,1,1,38,3,12,0.694171578258022
6827,527,2,10,2,2,1,3,-9,-9,-9,4,12,0.76693589463727
6828,515,2,10,2,4,1,1,1,2,25,1,1,0.74947245870625
6829,452,1,10,2,6,1,1,1,1,32,1,6,0.657789420068398
6830,713,1,6,3,1,1,1,1,1,62,1,9,1.03761915156807
6830,658,1,7,2,3,1,1,2,1,25,2,2,0.957578403550899
6831,698,1,3,1,1,1,1,1,1,0,1,12,1.0157898566543
6832,924,2,2,2,3,4,3,1,2,-9,3,9,1.3446845666885
6832,900,2,7,2,4,1,1,1,1,38,2,8,1.30975769482646
6832,729,1,10,2,3,1,1,1,2,0,3,6,1.06090373280943
6832,441,1,9,2,2,1,3,-9,-9,-9,4,13,0.641781270464964
6833,957,2,10,3,5,1,3,2,1,-9,2,10,1.3927090154988
6834,551,2,6,2,4,1,1,1,2,0,2,11,0.801862766499309
6840,588,1,9,2,1,1,3,1,1,-9,1,9,0.855708360619952
6845,521,2,6,2,1,1,2,1,1,-9,1,9,0.75820417667176
6845,1085,1,4,2,2,5,1,1,1,40,3,8,1.57898566542967
6845,592,1,7,2,1,1,1,2,1,70,2,7,0.861529505930292
6845,659,1,5,1,4,1,1,1,1,56,3,7,0.959033689878484
6846,532,1,10,3,3,1,1,1,1,28,3,11,0.774212326275195
6849,453,1,4,3,6,1,1,2,2,24,2,6,0.659244706395983
6849,560,1,5,2,3,1,1,1,1,0,3,2,0.814960343447573
6851,596,1,5,2,1,5,1,1,1,40,1,7,0.867350651240632
6851,669,2,1,1,4,1,3,1,2,-9,4,1,0.973586553154333
6852,733,1,9,2,1,1,1,1,1,42,1,8,1.06672487811977
6852,584,2,12,2,-9,1,3,-9,-9,-9,4,4,0.849887215309612
6852,769,2,6,2,1,1,1,1,1,35,1,13,1.11911518591283
6853,740,1,7,2,1,1,1,1,1,50,1,2,1.07691188241286
6853,784,1,2,1,6,5,3,-9,-9,-9,4,11,1.1409444808266
6857,0,1,12,3,-9,1,3,-9,-9,-9,4,6,0
6857,477,1,10,2,3,1,1,1,2,8,3,12,0.694171578258022
6858,466,1,10,3,5,5,3,1,2,-9,3,4,0.678163428654588
6858,491,2,6,2,1,1,1,1,2,21,1,4,0.714545586844212
6859,701,2,9,1,4,1,1,1,1,36,3,10,1.02015571563705
6859,841,2,11,3,5,1,3,-9,-9,-9,4,6,1.22389580149894
6860,1116,1,2,2,-8,1,1,1,1,30,3,11,1.62409954158481
6860,678,1,4,1,1,3,1,1,1,40,1,11,0.986684130102598
6861,525,1,12,3,6,1,1,2,2,0,2,8,0.7640253219821
6861,547,2,4,2,1,4,3,1,2,-9,2,4,0.796041621188969
6862,1010,1,4,2,7,1,1,1,1,40,1,6,1.4698391908608
6863,715,1,3,1,5,1,1,1,1,40,3,5,1.04052972422324
6866,475,1,1,1,4,1,1,1,2,6,4,13,0.691261005602852
6867,693,1,9,2,3,1,1,1,1,50,1,9,1.00851342501637
6867,636,1,9,1,4,1,3,1,1,-9,1,8,0.92556210434403
6868,746,1,2,1,4,1,1,2,1,49,2,7,1.08564360037837
6868,659,1,9,2,6,1,1,2,1,40,2,2,0.959033689878484
6870,899,1,3,1,5,1,1,1,1,37,3,6,1.30830240849887
6870,517,2,8,2,5,1,2,1,2,-9,3,4,0.75238303136142
6870,804,1,2,1,1,1,1,1,1,38,2,2,1.1700502073783
6871,569,2,4,2,2,1,1,1,1,36,2,1,0.828057920395838
6872,802,1,2,1,3,1,3,-9,-9,-9,4,10,1.16713963472313
6873,670,1,9,2,6,1,3,2,1,-9,2,7,0.975041839481918
6874,613,1,9,2,3,1,3,2,1,-9,2,10,0.892090518809576
6874,662,1,2,1,3,1,1,1,1,38,2,5,0.963399548861238
6874,641,2,11,2,5,1,3,1,2,-9,3,5,0.932838535981954
6876,602,2,5,2,1,1,1,1,2,22,1,6,0.876082369206141
6877,539,1,11,2,6,1,3,1,1,-9,3,12,0.784399330568289
6879,639,1,11,2,3,1,3,1,1,-9,2,9,0.929927963326785
6879,779,2,1,1,6,1,2,1,1,-9,1,6,1.13366804918868
6880,483,2,6,3,3,1,3,2,1,-9,2,4,0.702903296223532
6882,664,1,2,1,3,1,1,1,2,12,4,8,0.966310121516408
6883,759,2,8,2,2,1,1,1,1,32,1,12,1.10456232263698
6885,1156,2,2,1,4,6,1,1,2,18,3,8,1.6823109946882
6885,815,1,7,2,3,1,1,1,1,40,3,6,1.18605835698174
6885,526,1,10,3,1,7,1,1,1,42,2,4,0.765480608309685
6888,431,1,6,2,4,1,1,1,1,0,3,1,0.627228407189114
6889,648,1,8,2,3,1,1,1,1,40,1,12,0.943025540275049
6896,691,2,1,1,4,1,3,-9,-9,-9,4,7,1.0056028523612
6896,582,1,5,1,4,1,1,1,1,40,3,1,0.846976642654442
6897,797,2,1,1,3,1,1,1,2,10,4,7,1.15986320308521
6899,663,1,1,1,7,1,3,-9,-9,-9,4,11,0.964854835188823
6900,411,1,11,1,1,1,1,1,2,23,2,5,0.598122680637415
6900,618,2,6,2,3,4,3,-9,-9,-9,4,2,0.899366950447501
6901,664,1,7,2,1,1,1,1,1,36,1,2,0.966310121516408
6903,703,2,8,3,3,1,1,1,1,38,1,5,1.02306628829222
6903,643,2,3,1,6,1,1,1,2,18,3,4,0.935749108637124
6909,607,2,8,2,2,1,1,1,2,20,3,4,0.883358800844066
6910,657,2,8,2,4,1,1,1,2,12,1,9,0.956123117223314
6910,635,2,8,2,4,1,1,1,2,35,3,9,0.924106818016445
6910,887,1,3,1,1,2,1,1,1,0,1,9,1.29083897256785
6910,635,2,4,1,4,2,3,-9,-9,-9,4,2,0.924106818016445
6913,504,2,4,2,3,6,1,1,1,40,3,10,0.733464309102816
6914,659,1,9,2,3,1,3,1,1,-9,3,2,0.959033689878484
6916,2895,1,12,3,-9,1,3,-9,-9,-9,4,10,4.21305391835844
6917,468,2,10,2,6,1,3,-9,-9,-9,4,12,0.681074001309758
6918,0,1,12,3,-9,1,3,-9,-9,-9,4,5,0
6919,473,2,12,2,-9,1,3,-9,-9,-9,4,1,0.688350432947683
6919,653,2,5,2,4,1,1,1,2,25,3,1,0.950301971912974
6919,1742,1,12,1,-9,1,3,1,1,-9,1,13,2.53510878265299
6920,268,2,12,2,-9,1,3,-9,-9,-9,4,6,0.390016735792767
6922,585,1,9,2,5,1,1,2,1,60,2,2,0.851342501637197
6923,1111,2,2,1,3,7,3,-9,-9,-9,4,8,1.61682310994688
6925,327,2,5,2,3,1,1,1,1,38,1,13,0.475878629120279
6931,559,2,7,2,1,1,1,1,2,30,2,5,0.813505057119988
6935,707,1,8,1,4,1,3,1,1,-9,1,5,1.02888743360256
6937,838,1,3,1,4,1,3,1,1,-9,3,6,1.21952994251619
6939,790,1,7,1,6,1,1,1,1,40,3,12,1.14967619879211
6940,994,1,2,2,3,1,1,1,1,36,1,7,1.44655460961944
6944,472,2,9,3,6,1,1,1,2,14,3,1,0.686895146620098
6945,631,1,9,3,4,1,1,1,1,45,3,6,0.918285672706105
6947,705,1,8,3,1,1,1,2,1,54,1,10,1.02597686094739
6948,616,1,8,2,1,1,1,1,1,40,2,1,0.896456377792331
6949,817,2,7,1,3,6,1,1,1,20,1,8,1.18896892963691
6950,696,2,2,1,1,1,3,1,1,-9,4,9,1.01287928399913
6952,502,1,8,2,3,1,1,1,1,28,1,12,0.730553736447646
6954,757,2,4,2,6,3,3,-9,-9,-9,4,6,1.10165174998181
6959,681,1,7,1,4,1,1,1,1,55,3,9,0.991049989085353
6959,407,2,11,2,2,1,3,1,2,-9,1,7,0.592301535327076
6962,506,2,11,3,6,1,3,1,1,-9,1,9,0.736374881757986
6965,500,2,11,3,6,1,3,1,1,-9,3,7,0.727643163792476
6965,679,1,1,1,4,4,3,-9,-9,-9,4,4,0.988139416430183
6965,467,2,4,1,1,1,1,1,2,0,3,1,0.679618714982173
6970,484,2,9,1,4,1,1,1,1,36,3,1,0.704358582551117
6970,562,1,9,2,1,1,1,2,2,25,1,12,0.817870916102743
6972,604,2,6,1,3,1,1,1,2,0,3,5,0.878992941861311
6973,523,2,5,1,4,1,1,1,2,20,1,7,0.76111474932693
6976,859,2,2,1,3,1,3,-9,-9,-9,4,2,1.25009095539547
6977,357,2,11,2,6,1,3,-9,-9,-9,4,6,0.519537218947828
6977,560,2,11,2,6,1,1,1,2,15,3,12,0.814960343447573
6978,664,1,5,1,1,6,1,1,1,44,1,4,0.966310121516408
6979,674,2,9,2,5,1,3,1,1,-9,2,9,0.980862984792258
6980,639,1,5,2,2,1,1,1,1,44,1,2,0.929927963326785
6982,622,2,5,2,1,1,3,-9,-9,-9,4,9,0.90518809575784
6983,584,1,11,2,4,1,1,1,2,20,3,8,0.849887215309612
6987,638,1,8,2,6,1,1,1,1,40,3,7,0.9284726769992
6987,668,1,9,2,3,1,1,1,1,45,3,2,0.972131266826748
6988,693,1,4,1,4,1,1,1,1,38,3,10,1.00851342501637
6989,599,1,12,2,-9,1,3,1,1,-9,3,12,0.871716510223386
6990,438,1,11,2,6,1,3,2,1,-9,2,9,0.637415411482209
6992,641,2,11,2,7,1,3,1,2,-9,2,5,0.932838535981954
6992,651,1,5,1,4,1,1,1,1,38,3,11,0.947391399257804
6993,358,2,10,2,5,1,1,1,1,37,2,1,0.520992505275413
6993,2622,2,12,3,-9,1,3,-9,-9,-9,4,11,3.81576075092775
6995,453,1,10,1,1,1,1,2,1,30,2,1,0.659244706395983
6996,729,2,3,1,1,1,1,1,1,45,4,9,1.06090373280943
6997,609,2,6,2,2,6,1,1,2,45,3,8,0.886269373499236
6999,692,1,4,1,1,3,1,1,1,40,1,2,1.00705813868879
7003,465,2,10,3,4,1,3,-9,-9,-9,4,7,0.676708142327003
7003,626,2,10,2,3,1,3,1,2,-9,1,4,0.91100924106818
7005,591,2,12,3,-9,1,3,-9,-9,-9,4,5,0.860074219602707
7010,649,2,6,3,3,1,1,1,1,38,1,8,0.944480826602634
7010,1023,1,2,1,1,1,1,1,1,45,3,5,1.48875791311941
7011,606,2,7,3,3,1,1,1,1,0,3,9,0.881903514516481
7015,0,2,12,2,6,1,1,2,2,15,2,11,0
7018,758,1,1,1,3,1,1,1,1,3,4,11,1.10310703630939
7019,422,2,10,2,6,1,2,1,2,-9,4,4,0.61413083024085
7021,574,2,10,2,6,1,3,-9,-9,-9,4,2,0.835334352033763
7022,634,2,11,2,5,1,3,1,2,-9,3,10,0.92265153168886
7023,540,2,5,2,1,1,1,1,2,30,1,4,0.785854616895874
7025,531,2,11,2,2,1,3,1,2,-9,1,10,0.77275703994761
7026,0,1,12,2,-9,1,3,-9,-9,-9,4,10,0
7029,485,2,10,2,3,1,3,1,2,-9,3,10,0.705813868878702
7031,559,2,12,3,-9,1,3,-9,-9,-9,4,7,0.813505057119988
7032,701,2,6,2,3,1,1,1,2,25,2,9,1.02015571563705
7034,777,2,12,2,-9,1,3,-9,-9,-9,4,8,1.13075747653351
7040,833,2,4,1,1,1,1,1,1,38,1,8,1.21225351087827
7042,620,2,12,2,-9,1,3,1,2,-9,2,2,0.902277523102671
7042,2256,2,12,2,-9,1,3,-9,-9,-9,4,4,3.28312595503165
7043,760,1,7,2,4,5,1,1,1,45,3,8,1.10601760896456
7051,626,1,5,2,1,1,1,1,1,43,1,6,0.91100924106818
7055,562,1,9,2,1,1,1,1,1,50,1,12,0.817870916102743
7058,613,1,9,2,3,1,1,2,1,0,2,10,0.892090518809576
7058,655,1,9,3,3,1,1,1,1,38,3,9,0.953212544568144
7058,412,1,9,2,6,1,3,-9,-9,-9,4,13,0.599577966965
7059,732,1,2,1,4,1,1,1,1,37,3,2,1.06526959179219
7061,711,1,3,2,1,1,1,1,1,37,1,12,1.0347085789129
7063,906,1,3,1,1,1,1,1,1,37,1,9,1.31848941279197
7065,780,1,6,2,3,1,1,1,1,42,1,2,1.13512333551626
7066,943,1,7,1,2,1,1,1,1,60,1,8,1.37233500691261
7066,658,1,6,2,5,4,1,1,2,24,1,8,0.957578403550899
7066,568,1,6,1,1,1,1,1,1,40,1,4,0.826602634068253
7069,318,1,11,2,1,1,3,-9,-9,-9,4,13,0.462781052172015
7069,543,2,6,1,4,1,1,1,1,35,3,11,0.790220475878629
7070,571,1,10,2,1,1,3,-9,-9,-9,4,5,0.830968493051008
7070,637,2,6,2,5,7,3,-9,-9,-9,4,4,0.927017390671615
7071,810,2,6,2,3,4,3,-9,-9,-9,4,6,1.17878192534381
7074,496,1,11,2,1,1,1,2,2,14,1,9,0.721822018482136
7076,774,1,8,2,5,1,1,1,1,40,3,6,1.12639161755075
7077,559,1,7,2,1,1,1,1,1,51,1,6,0.813505057119988
7077,609,2,2,1,2,1,1,1,1,36,3,1,0.886269373499236
7078,807,1,1,1,3,1,1,1,2,15,3,7,1.17441606636106
7080,579,1,5,2,1,4,1,1,1,0,1,9,0.842610783671687
7081,643,1,7,2,2,1,1,2,1,42,1,5,0.935749108637124
7082,0,1,12,2,-9,1,3,-9,-9,-9,4,12,0
7083,675,2,9,2,2,1,1,1,2,20,1,11,0.982318271119843
7085,602,2,5,2,1,1,1,1,1,38,1,9,0.876082369206141
7086,638,1,5,2,4,1,1,1,1,40,3,12,0.9284726769992
7087,1229,1,3,1,1,5,1,1,1,0,2,8,1.78854689660191
7087,708,2,8,2,4,1,1,1,2,18,2,5,1.03034271993015
7088,583,2,7,2,4,1,1,1,2,21,1,7,0.848431928982027
7089,659,2,8,2,5,6,1,1,1,34,3,9,0.959033689878484
7089,635,2,4,1,5,1,2,1,2,-9,3,2,0.924106818016445
7090,508,2,1,1,4,1,1,3,2,1,4,2,0.739285454413156
7091,497,2,1,1,6,1,3,-9,-9,-9,4,13,0.723277304809721
7092,579,2,3,1,4,1,1,1,2,16,2,2,0.842610783671687
7093,396,2,4,2,1,1,3,1,1,-9,4,13,0.576293385723641
7094,477,2,9,2,4,1,1,1,1,32,2,5,0.694171578258022
7094,555,1,11,2,3,1,1,1,1,40,1,11,0.807683911809649
7095,640,2,4,2,1,3,1,1,1,0,1,9,0.93138324965437
7098,577,1,1,1,5,1,1,1,1,50,3,5,0.839700211016517
7098,467,2,9,3,2,1,1,2,2,0,2,4,0.679618714982173
7099,631,2,10,2,4,1,3,1,2,-9,2,7,0.918285672706105
7099,578,2,4,2,2,1,1,1,2,22,1,4,0.841155497344102
7100,366,2,10,2,1,1,3,1,1,-9,1,6,0.532634795896093
7102,477,1,5,2,2,1,1,1,1,50,3,12,0.694171578258022
7103,548,1,7,2,4,1,2,2,1,-9,2,9,0.797496907516554
7104,779,1,3,2,3,1,1,1,1,61,1,5,1.13366804918868
7106,651,2,12,3,-9,1,3,-9,-9,-9,4,5,0.947391399257804
7107,505,1,8,2,2,1,1,1,1,97,3,1,0.734919595430401
7110,507,2,6,3,1,1,1,1,1,49,1,9,0.737830168085571
7111,644,1,1,1,4,3,3,1,2,-9,4,8,0.937204394964709
7111,574,1,8,3,3,1,2,1,2,-9,4,4,0.835334352033763
7112,509,1,10,2,6,1,3,1,1,-9,3,8,0.740740740740741
7114,602,2,10,3,5,1,3,1,2,-9,1,2,0.876082369206141
7115,670,1,7,1,1,1,1,1,1,45,3,2,0.975041839481918
7116,575,1,4,2,2,6,1,1,1,50,1,10,0.836789638361348
7118,691,2,1,1,4,1,3,-9,-9,-9,4,5,1.0056028523612
7121,214,2,10,3,2,1,3,-9,-9,-9,4,13,0.31143127410318
7122,743,1,5,3,5,7,2,1,2,-9,3,7,1.08127774139562
7123,1134,1,4,2,2,1,1,1,1,48,1,8,1.65029469548134
7123,728,1,8,1,5,1,1,1,1,53,3,8,1.05944844648185
7124,594,2,4,2,3,1,3,1,2,-9,1,9,0.864440078585462
7124,768,1,3,2,1,7,3,-9,-9,-9,4,4,1.11765989958524
7128,587,2,6,1,3,1,1,1,1,40,1,4,0.854253074292367
7129,670,2,11,2,1,1,3,1,1,-9,1,12,0.975041839481918
7130,617,2,9,3,1,1,3,1,1,-9,1,8,0.897911664119916
7131,623,2,7,2,3,1,1,1,2,15,2,7,0.906643382085425
7137,520,2,12,3,2,1,1,1,2,0,3,12,0.756748890344175
7141,325,2,4,3,3,1,1,1,1,0,3,1,0.47296805646511
7145,795,1,2,1,4,1,1,1,1,30,3,11,1.15695263043004
7147,480,1,10,2,1,1,2,1,1,-9,2,9,0.698537437240777
7148,490,2,5,2,3,1,1,1,2,8,2,7,0.713090300516627
7149,481,2,12,2,-9,1,3,-9,-9,-9,4,9,0.699992723568362
7153,442,1,11,2,1,1,1,2,2,0,2,9,0.643236556792549
7154,589,1,10,2,1,1,1,2,2,15,2,10,0.857163646947537
7154,619,2,12,3,-9,1,3,1,2,-9,1,9,0.900822236775086
7155,556,1,10,2,1,1,3,1,1,-9,1,10,0.809139198137234
7155,505,1,12,2,-9,1,3,-9,-9,-9,4,9,0.734919595430401
7155,514,2,6,1,4,1,1,1,2,16,3,7,0.748017172378665
7156,579,1,4,1,3,1,1,1,1,50,3,2,0.842610783671687
